datetime,energy_consumption,temperature,is_weekend
2022-01-01 00:00:00,10.0,18.984922978311022,1
2022-01-01 01:00:00,10.0,14.30240291667184,1
2022-01-01 02:00:00,19.65632768801449,15.532973151652131,1
2022-01-01 03:00:00,24.02481778678908,21.3143072627813,1
2022-01-01 04:00:00,36.49255908955167,17.28048618683253,1
2022-01-01 05:00:00,45.96062014862056,17.35427255524364,1
2022-01-01 06:00:00,43.10421293378779,17.02402347933202,1
2022-01-01 07:00:00,52.04892000570288,18.440964203282295,1
2022-01-01 08:00:00,52.92199430360337,13.917252764180919,1
2022-01-01 09:00:00,59.37984003724214,15.216058646616242,1
2022-01-01 10:00:00,50.5414745889669,10.284477933350416,1
2022-01-01 11:00:00,60.6244081347037,10.489068843018996,1
2022-01-01 12:00:00,61.79371471380867,24.489091449320394,1
2022-01-01 13:00:00,71.56906690161854,18.899969560692803,1
2022-01-01 14:00:00,64.06820801773515,18.259629726672458,1
2022-01-01 15:00:00,77.45930582065347,17.648318640823767,1
2022-01-01 16:00:00,71.01389149255827,15.488953227796028,1
2022-01-01 17:00:00,55.815841439132875,12.74656359433069,1
2022-01-01 18:00:00,48.17966988909329,15.08658326880761,1
2022-01-01 19:00:00,42.1843281900208,14.564077153564334,1
2022-01-01 20:00:00,24.838821588496792,12.899662785594588,1
2022-01-01 21:00:00,18.765266726663274,13.53287553032527,1
2022-01-01 22:00:00,10.0,13.928900744651274,1
2022-01-01 23:00:00,10.0,16.466721941720525,1
2022-01-02 00:00:00,20.495437983066658,17.967657436130214,1
2022-01-02 01:00:00,13.489656272021016,18.7175450737368,1
2022-01-02 02:00:00,12.460109948827881,23.75205495913916,1
2022-01-02 03:00:00,17.754569168285336,16.907582779766155,1
2022-01-02 04:00:00,27.237573872667046,17.78373691650881,1
2022-01-02 05:00:00,42.744963864751426,10.279775580125765,1
2022-01-02 06:00:00,30.900223498926415,20.783125139469615,1
2022-01-02 07:00:00,46.94598068228096,12.973566288764415,1
2022-01-02 08:00:00,63.295150831800996,15.22924982695141,1
2022-01-02 09:00:00,51.07055542445638,9.82432731439405,1
2022-01-02 10:00:00,77.95559634418052,24.436481609613743,1
2022-01-02 11:00:00,63.68939105381115,15.408152942089627,1
2022-01-02 12:00:00,76.73880463888663,13.781205758960901,1
2022-01-02 13:00:00,71.04500363698334,11.398401250003936,1
2022-01-02 14:00:00,70.19711556164043,15.83885719726335,1
2022-01-02 15:00:00,52.889639442484615,18.582254941922308,1
2022-01-02 16:00:00,57.33933205058824,21.54677286208787,1
2022-01-02 17:00:00,46.26998556145571,14.665193529706832,1
2022-01-02 18:00:00,50.975945419815815,9.992106739142026,1
2022-01-02 19:00:00,29.283214496144954,13.347465374623454,1
2022-01-02 20:00:00,26.282493464197934,12.297195748841178,1
2022-01-02 21:00:00,17.833143566924967,19.035161624622585,1
2022-01-02 22:00:00,18.509030993414143,26.800887795831688,1
2022-01-02 23:00:00,22.01172879914185,12.505257409680748,1
2022-01-03 00:00:00,22.193045652637604,20.04796840168131,0
2022-01-03 01:00:00,26.649091713827406,18.429633928462863,0
2022-01-03 02:00:00,17.833778899271827,17.651555887841145,0
2022-01-03 03:00:00,31.38726736817675,18.026631788660122,0
2022-01-03 04:00:00,27.35580312584922,21.59057081723322,0
2022-01-03 05:00:00,37.1243049024539,8.06666391638846,0
2022-01-03 06:00:00,62.037400149635495,13.295588944984726,0
2022-01-03 07:00:00,59.193783342130075,15.329611230352928,0
2022-01-03 08:00:00,61.968238993536524,6.55002189209447,0
2022-01-03 09:00:00,73.38703349378225,10.856895433683928,0
2022-01-03 10:00:00,66.86607333759505,9.568619355844241,0
2022-01-03 11:00:00,94.85026827953004,16.08969206037273,0
2022-01-03 12:00:00,78.1283944808317,24.56769656392639,0
2022-01-03 13:00:00,83.07482923296507,18.394629433069817,0
2022-01-03 14:00:00,75.8988287961691,11.743495222210527,0
2022-01-03 15:00:00,72.74420010511538,18.596351794801997,0
2022-01-03 16:00:00,58.922167420197816,20.574218348666356,0
2022-01-03 17:00:00,57.21891393652184,9.449261106310118,0
2022-01-03 18:00:00,57.4319698118347,24.46582608016619,0
2022-01-03 19:00:00,39.22967525718951,16.670550479307366,0
2022-01-03 20:00:00,35.979118219325834,11.454170463840168,0
2022-01-03 21:00:00,45.359576597095234,8.684117302706754,0
2022-01-03 22:00:00,26.72611414423521,19.11617827468671,0
2022-01-03 23:00:00,16.026093891970895,12.224954179931018,0
2022-01-04 00:00:00,31.970204541597603,9.88193703842889,0
2022-01-04 01:00:00,30.602567798366128,14.015148812847368,0
